tweetid,user,content,date,lang,value
7.68E+17,71463624,"— ¿Nivel de inglés? — Alto. — Traduzca juguete. — Toy. — Úselo en una oración. — Toy triste. — Awww, vengache pa' acá. —",Mon Aug 22 20:15:33 +0000 2016,es,NEU
7.72E+17,572924309,"Si soy de área 4 y con suerte pase mate IV y mate V ¿por que me ponen al profe qlero que es mega difícil pasar con el, en mi último año?",Sun Sep 04 17:29:43 +0000 2016,es,N
7.72E+17,158142748,Sabían que su after fav Teatro G. fue construido para mi y un día de estos (hoy) les voy a dar el placer de que me vean ahí metido !!,Sat Sep 03 00:46:12 +0000 2016,es,P
7.72E+17,132254421,"Y hoy por primera vez me salí con el permiso de mi mujer pero no es eso el detalle, si no saber q estarán a mi lado y q llegaré a casa",Sat Sep 03 05:48:34 +0000 2016,es,P
7.75E+17,105530236,"¿Para qué hacen coraje con Ambriz?, al final no lo van a correr y saldrá con su típica frase: ""La culpa es mía, no de los jugadores""",Sat Sep 10 22:49:36 +0000 2016,es,N
7.74E+17,153941006,- Yo Mamá por qué nunca en dejaste disfrutar mi juventud? Ya tengo 30 - Mamá Felipe llegabas borracho a los 17 años - Yo Ayñ mamá!!,Wed Sep 07 21:30:42 +0000 2016,es,N
7.74E+17,439622331,Eso de no poder dormir y despertar en la madrugada se está volviendo muy recurrente y no está padre!! >.; yo no era así.,Fri Sep 09 15:32:19 +0000 2016,es,N
7.73E+17,124661577,#¿NOMBRE?,Tue Sep 06 08:58:40 +0000 2016,es,N
7.69E+17,143502210,"Lejos, lejos, muy lejos...manejar hasta acá esta padre! Algo diferente q mal q ya no está la feria del caballo pq si no, me quedaba jaja!",Fri Aug 26 18:04:17 +0000 2016,es,NEU
7.69E+17,3021645558,"Y fue como ""¿Viste cuantos akatsukis salen?"", ""¿Y Gaara?"", ""¿Y el imbécil de Sasuke?"". Fue como el TODO ese primer episiodio",Sat Aug 27 04:42:44 +0000 2016,es,N
7.57E+17,65789674,"Mi vida es un eterno dilema entre ""mejor me duermo y mañana termino"" e ""'ingue su, me vo'a desvelar hasta morir y lo acabo de una vez"".",Sun Jul 24 07:17:10 +0000 2016,es,N
7.57E+17,288870836,"Iba a ir a dash pero mis 3 cortadas, mi color de piel (color langosta) y mis 5 horas de sueño en 2 días, no me lo permitieron.",Mon Jul 25 04:11:38 +0000 2016,es,N
7.57E+17,1110399944,"¿Cómo que no voy a ver a Sputnik, tampoco me voy a ir a aguascalientes, los Rebel ya tocaron y a Little va mi ex? Y los boletos de la WWE",Sun Jul 24 03:08:52 +0000 2016,es,N
7.56E+17,174736872,"Buen dia! Elige q cada uno de tus dias sea un milagro! que su dia este lleno de armonia, luz, amor y buenas vibras! Yo elijo ser feliz!",Wed Jul 20 18:31:56 +0000 2016,es,P
7.63E+17,200770912,"21 medallas de oro de Phelps, eso que?, La seleccion mexicana de fut ganaron 23 hace 4 años! Ah QUEEE??? Nadamás vale por una? Avisenme!",Wed Aug 10 04:17:34 +0000 2016,es,N
7.55E+17,270230248,"-El de los tacos me dijo: "" Y la güera, joven? "" -Le dije que ya eras piña de otro taco, que ya otra salsa te enchilaba la carne.",Tue Jul 19 03:39:50 +0000 2016,es,N
7.58E+17,53147384,"Traigo desde hace 2 horas una pinche basurita en el ojo y nomás no se me quita. Ya me fuí a lavar, ya me soplaron, ya todo y ahí sigue.",Wed Jul 27 19:48:43 +0000 2016,es,N
7.59E+17,278193639,"Personas que dicen que el 29 de julio sera el fin, lo que no saben es que se acercan dos fin, el fin del mes y el fin de semana Buen día",Thu Jul 28 21:41:19 +0000 2016,es,NEU
7.66E+17,117338985,"@gvlo2008 de hecho le di a ""Alejandra Zavala"", me fui con la finta de ""Alejandra"" y no leí el apellido, pensé que era la de Tiro con Arco",Thu Aug 18 22:50:23 +0000 2016,es,N
7.67E+17,185477131,"Dios me ha sorprendido en esta semana,una caja de cafe,cosas de la tesis,vienen cosas mejores ya sige lo de mi maestría,y una ELLA,jajaja",Sat Aug 20 05:07:55 +0000 2016,es,P
7.61E+17,359677864,"Te bloquee Crea cuentas huevo y solito se sigue y dá RT, porque ya no le creen sus fans. Ah qué mi paisano, ni me interesa su amistad.",Thu Aug 04 03:06:17 +0000 2016,es,N
7.62E+17,92312415,"—Un café por favor. —El café, ¿lo va a querer solo? —No, sí quieres siéntate aquí a mi lado y me cuentas toda tu puta vida. — Ay",Sun Aug 07 00:10:56 +0000 2016,es,N
7.59E+17,425364197,"La única ""persona"" a la que le cuento mis cosas es un niño de 5 años, no me critica, solo me escucha y lo mejor es que entiende un poco",Sat Jul 30 02:08:21 +0000 2016,es,N
7.78E+17,7.04E+17,"Lo bueno, Después de dos meses por fin un domingo libre a disfrutar. Lo malo, falte al hospital por resaca, ya no lo vuelvo a hacer",Sun Sep 18 19:31:40 +0000 2016,es,NEU
7.79E+17,7.28E+17,"Que triste, es el primer dibujo que quiero que vea, que de verdad me gustó, en el cual me esforcé más que en otros, y no creo que lo vea",Thu Sep 22 02:43:19 +0000 2016,es,N
7.78E+17,120585892,"Listo, por fin en casa, a dormir 4 horas nomás. Gracias a Dios mis papás están bien y les está yendo chingón. Ahora yo, a chingarle salu2",Tue Sep 20 06:56:51 +0000 2016,es,P
7.83E+17,180597062,"Hay un niñ junto a mí jugando a preguntarse ""¿eres o te haces?"". Saben que la respuesta correcta es ""soy"". Nada mal, nada mal.",Tue Oct 04 21:55:11 +0000 2016,es,P
7.83E+17,136406594,"Estoy en el ""Taco loco""venden más sopas,carnes, bebidas que tacos solo hay de bistec, pastor y chorizo. ¿Que clase de taco loco es esto?",Tue Oct 04 00:11:54 +0000 2016,es,N
7.83E+17,82982951,"Pues yo leo que a muchos ""Luke Cage"" les ha parecido malita. Pero uno ve y tiene un 8.2 de promedio en RT. Al menos abre al debate",Sun Oct 02 23:22:03 +0000 2016,es,N
7.82E+17,149381742,"Ni cigarros, ni galletas, ni caldo de camarón, ni michelada, ni papas a la francesa ... Qué clase de vida es esta??!!!",Fri Sep 30 03:10:24 +0000 2016,es,N
7.82E+17,149257664,Porque the City? alcohol adulterado y exceso de gente. Es pesimo! He ido 2 veces y las dos me la pase del asco. No quiero ir otra vez,Sat Oct 01 20:53:45 +0000 2016,es,N
7.83E+17,58381366,Me falta 12.32% para acabarme Just Cause 2. Este si es juego y no mamadas de Yirs ni FIFA papi. Ojalá tuviera Just Cause 1 en el xbox,Sun Oct 02 17:05:28 +0000 2016,es,P
7.76E+17,196364058,"#SiQueríacontigoPero te mama YURI , LA TREVI , ANAHI , LAS JEANS!! ... Te enchilas si se meten con BRITNEY. No pues mejor así, COMO!!?",Tue Sep 13 02:44:04 +0000 2016,es,N
7.76E+17,3257083686,"Lo bueno que el ojete fui yo y que lo unico que me pese es no haberte dejado antes y calleras, pero no te deseo el mal n.n. Ya no más.",Tue Sep 13 22:42:42 +0000 2016,es,N
7.77E+17,212983893,"Qué feo ha de ser que tu novi@ se vaya de viajey tu estes de que: me muero por que regreses, ya no puedo vivir asi y esas cosas, apoyalo",Fri Sep 16 18:11:09 +0000 2016,es,N
7.74E+17,162108002,Yo - oye no aventamos 3 palitos al hilo Ella - ya se. Oye años de na mas 1; eres un tigre... A mi distinción erectil le gusta esto...,Sat Sep 10 06:40:24 +0000 2016,es,NEU
7.87E+17,74078996,"Y me ha pasado con Carlos, Roberto, y una larga lista de amigos con los que la gente cree que me revuelco. Pero no, porque soy una ñoña",Thu Oct 13 14:53:40 +0000 2016,es,NEU
7.88E+17,204636205,"Papá: vamos al beis Hijos: SIIII Mamá: no, vamos al cine Papá: al cabo que ni ganas de ir al beis tenia, que función quieres? Hijos:",Mon Oct 17 00:27:38 +0000 2016,es,NONE
7.89E+17,613166772,Haré un libro que se llame: las mil y un millón de formas de cagarla. Obvio para que no hagan todo lo que yo hago y así tengan éxito.,Wed Oct 19 05:36:32 +0000 2016,es,N
7.88E+17,2781372902,"@Samm_Bntz Bebé, no sé si sea error de dedo cuando ando de chismosa o es que a Leos y a ti, no los quieren en mi lista de amigos en insta",Tue Oct 18 05:17:40 +0000 2016,es,N
7.89E+17,141387988,Uju!!! A estas tempranas horas de la noche ya sólo me falta leer como 70 mensajes de whats que chido que me gusta Leer verdad!! (n.n)!,Thu Oct 20 04:22:52 +0000 2016,es,P
7.89E+17,75901295,"@zommix no, que pendejada, ya se pelearon y ya se contentaron, y ahora la mamá ya le leyó la cartilla al guero, ya no lo va a dejar verla",Wed Oct 19 03:40:05 +0000 2016,es,N
7.88E+17,130054915,"@esgarrTAM ¡Gracias a ustedes! en verdad siempre se lucen en sus conciertos, nos hicieron muy felices miles de besos y abrazos",Tue Oct 18 21:29:48 +0000 2016,es,P
7.89E+17,326984188,"@IslaReality #IslaRevancha, Ferka, era por Tony, Ivonne,Rafa,Delia, y Uds, 5 votos Vs él, no por Delia, siempre hay qué ir, más fuerte",Fri Oct 21 02:51:47 +0000 2016,es,NEU
7.95E+17,3957310816,(6:30 am) -Viridiana dónde estás? No piensas llegar! No tienes llenadera!- Yo: mamá estoy dormida en mi cuarto Mamá: Ah sí ya te vi,Fri Nov 04 14:56:38 +0000 2016,es,P
7.94E+17,126814831,"O sea no es que sea mal pedo , pero si uno no puede venir a tomar a su casa con amigos pues los demás tampoco se quedaron sin fiesta. Ups",Wed Nov 02 02:55:19 +0000 2016,es,N
7.94E+17,177848100,"Me enoja que otros me tiren la onda, que me inviten a salir, que se porten buena onda y que el que me gusta ni un pinche hola.",Tue Nov 01 19:46:54 +0000 2016,es,N
7.96E+17,73259662,"Pues yo digo que todos aquí son felices, cada que les pregunto como están dicen: ""Bien"" en vez de ""De La Verga"" Para mí es suficiente",Mon Nov 07 22:49:35 +0000 2016,es,N
7.94E+17,174668615,"""No hagan caso de nada de lo que diga Brenda, está tomando Tkt roja desde la 1 pm"" ""y Budweiser desde las 6pm"" atte. Sonia.",Thu Nov 03 03:25:56 +0000 2016,es,N
7.94E+17,206546438,"Les juro, estoy solita en mi casa y no sé si es sugestión, bajé al cuarto de Lim a dormir y ya me arropé, sólo pido que ya vuelva",Wed Nov 02 08:20:28 +0000 2016,es,N
7.90E+17,88095308,"Hoy reafirme que soy un adulto y no. 1. No necesito pedir permiso a nadie para ir a algún lugar. 2. Me sigue dando miedo ""It""",Sun Oct 23 21:37:22 +0000 2016,es,N
7.90E+17,137837841,@MayezPalacios No mames! No son fieles ni a su propia raza!!! Ya no sé que esperar lo malo es que tengo una coneja y es igual. Complot,Sun Oct 23 23:10:46 +0000 2016,es,N
7.92E+17,78899898,"Buenos días!!! No te enojes. Recuerda que la gente no te hace cosas, la gente hace cosas y tú decides si te afectan o no... Besitos",Thu Oct 27 11:59:30 +0000 2016,es,P
7.91E+17,600384544,"Es que, quizá, el miedo al amor, nos hace estar con las personas incorrectas, pero ""seguros"". Esta noche me duermo con un sabor amargo.",Thu Oct 27 02:01:03 +0000 2016,es,N
7.87E+17,727515415,Ya me cansé de ver los juegos de la #LMB que se terminen muy noche.. piensan que uno no va a trabajar al día siguiente. O que pedo???,Fri Oct 14 04:08:57 +0000 2016,es,N
7.86E+17,97151651,"Oigan no, no nos hagan eso a las locas, madrugar no es pa nosotras. Así que, cadena de oración pa que pueda dormir aunque sea 3 horas.",Tue Oct 11 04:08:24 +0000 2016,es,N
7.87E+17,53147384,Ayer fue cumpleaños del amor de mi vida que ya no está en mi vida pero que fue y será un buen amor en mi vida. Ojalá la haya pasado feliz,Fri Oct 14 18:14:18 +0000 2016,es,P
7.87E+17,67438137,Me dijo : ¿ Y no crees que te esta cayendo mal esa terapia ? Yo no veo cambios y antes no te ponías asi!? Lo hacias y ya! Jajajaja,Fri Oct 14 18:00:30 +0000 2016,es,N
7.87E+17,36534270,"Igual y estoy mal yo, pero con lo del tiburón que se mete a la jaula, ¿Soy el único que le preocupa que se lastimó, se ve que se cortó!",Sat Oct 15 01:19:42 +0000 2016,es,N
7.93E+17,400782421,"Ayer un canadiense me preguntó que a que hora abrían el local de arriba, le dije que a las 10, eran las 10:10 y él dijo ""oh, mexican 10""",Sun Oct 30 19:41:38 +0000 2016,es,N
7.92E+17,23728125,"Pero ya siendo serios les respondo algo así como: ""Fanon, F. (1965). Los condenados de la tierra. México: Fondo de Cultura Económica.""",Fri Oct 28 22:37:19 +0000 2016,es,NONE
7.93E+17,552170864,"Es taaaaaan triste que teoría de juegos este en mi plan de estudios en la UAM, pero no en el campus al que voy a licitar en España.",Mon Oct 31 01:52:45 +0000 2016,es,N
7.88E+17,3161914988,"Hoy por fin no cene comida de la calle, hoy fuimos a walmart y comprams para que yo le hiciera de cenar, dsps de toda la semana cenar mal",Mon Oct 17 05:15:12 +0000 2016,es,P
7.96E+17,1053603528,"No ire a la facu porque esta muy feo el clima no hay taxis, Uber, mi mama no me quiere llevar, no me quiero mojar, pues me duermo",Tue Nov 08 12:26:28 +0000 2016,es,N
7.97E+17,40161896,Y desperté y me fui llorando con mi mamá. Desperté en el sueño como unas 5 veces. Nunca había batallado tanto. Me muero si me pasa sola,Sat Nov 12 17:57:32 +0000 2016,es,N
7.99E+17,77513905,"@GaCaela ya sé. No te vi en ésta, pero me contaron de ""la modelo se paseó desnuda como si nada"", y pensé en tu primera vez toda nerviosa",Thu Nov 17 15:12:08 +0000 2016,es,NEU
8.00E+17,238559517,"@weexmx Un mes esperando mi chip 4G, no llego y me piden que de otra dirección con razón desconocida, voy al 7 eleven por un chip, no hay",Sat Nov 19 22:23:10 +0000 2016,es,N
8.00E+17,230062235,"@Dianybony jajajaja claro que no amor!! te amo mucho, ya te estoy esperando en el aeropuerto!!!! Ya sal, que te quiero veeeer!!",Sat Nov 19 16:06:14 +0000 2016,es,P
8.00E+17,58923351,"Hablar con mi amiga Sheli y me cuenta que anda viajando, de fiesta , que la uni se la suda... Me hace sentir bien y que yo soy feliz",Sat Nov 19 21:22:35 +0000 2016,es,P
8.00E+17,42174200,"@Extranjerodm exacto, la foto la tomé en la rueda de prensa, pues yo fui al que Fey subio y difundo mis fotos como ""esto es lo que hago""",Sun Nov 20 03:03:49 +0000 2016,es,P
8.00E+17,114100093,#¿NOMBRE?,Sat Nov 19 18:50:09 +0000 2016,es,N
8.00E+17,4916374994,"En 15 minutos, subiré un nuevo video a mi canal de youtube, es un pequeño regalo para que se lo empiecen a pasar de agasajo este viernes!",Fri Nov 18 22:35:22 +0000 2016,es,P
7.99E+17,78899898,"Días!!! No tengas miedo de vivir, rómpete el corazón y el alma, que la vida se nos da no para regresarla intacta, sino vivida... Besitos",Tue Nov 15 12:58:52 +0000 2016,es,P
7.99E+17,14378372,"@EseRover seh, ya me dijeron que siguen negociando talentos. Pues mira, si voy. A menos que algo se caiga. Y el 17 hago show en GDL igual",Thu Nov 17 03:35:34 +0000 2016,es,NONE
7.99E+17,808141274,"En ruso me quedé en nivel medio. La vida, el servicio social, el fin de la carrera hicieron que me separa por un rato de mi amors.",Thu Nov 17 05:23:19 +0000 2016,es,N
7.98E+17,3309270109,@PalestraAgs no cabe duda. Esos son los niños fresas amigos del Peña Lento que no saben ler. Cómo? Aaah no saben LEER. Viva México! !!!,Tue Nov 15 05:37:33 +0000 2016,es,N
7.98E+17,31063278,"@diego_galvan se lo llevé a la sra q me lo cuida trae tos y flemas, y el grande del estómago, algo le cayó mal 2 hrs más!!",Mon Nov 14 16:25:25 +0000 2016,es,N
7.98E+17,78899898,"Días!!! Sí te caíste no importa; levántate,continua y haz a un lado la piedra con la que tropezaste, para no caer de nuevo... Besitos",Mon Nov 14 13:05:19 +0000 2016,es,P
7.98E+17,54639498,"@SayiRuiz Es que el mío dice Editar Perfil. :v jaja, no sólo se cambia el nombre... No el username, ya mejor me espero a estar en PC",Sun Nov 13 23:55:53 +0000 2016,es,NONE
8.00E+17,4109297473,"Lo lindo d usar Loquendo o mostrar mi cara es que los canales de salseo te ignoran, las redes no te verif. y marcas no te toman enserio.",Fri Nov 18 09:18:19 +0000 2016,es,N
8.05E+17,78899898,"Buenos días!!! Cuando la vida es dulce, da las gracias y sonríe. Cuando no es así, da las gracias, crece y aprende... Besitos",Fri Dec 02 12:53:47 +0000 2016,es,P
8.04E+17,132254421,"Ojalá se ponga de moda tener un poco de respeto y educación. No sólo des like, aplícalo en tu vida! No aparentes cosas q no son! #anotele",Thu Dec 01 06:18:56 +0000 2016,es,N
8.06E+17,249804339,"Y sí, siempre he dicho que la Navidad no se trata sólo de regalos, pero me siento mal porque no he donado regalos para los niños este año",Sun Dec 04 21:35:11 +0000 2016,es,N
8.05E+17,355950758,"Oye niña, qué no te buscan en tu casa? No tienes ni mayor de edad. Yo llego 30 min después de la hr acordada y me súper regañan.",Sat Dec 03 22:45:48 +0000 2016,es,N
8.05E+17,341777190,Ya no sé que hacer con mi serie de fotos final. No pensé que me iban a gustar tanto las fotos que tomé hoy y ahora no sé que hacerr.,Sun Dec 04 02:51:43 +0000 2016,es,N
8.04E+17,949050319,"Entre mas creces, mas cuenta te das de cuan triste es la vida, de que no todo es bueno y de que nada es eterno. Bendita infancia",Tue Nov 29 16:36:24 +0000 2016,es,N
8.03E+17,78899898,"Días!!! Entrena tu mente. Vives como piensas. Elige lo amable, lo bondadoso, lo consciente, lo sano, lo creativo, lo alegre.. Besitos",Mon Nov 28 13:11:01 +0000 2016,es,P
8.02E+17,46791548,"Lo único que vamos a extrañar de Eruviel,será la canción de ""Yo soy mexiquense"" en cada evento Por supuesto que no!No puedo odiarla más",Fri Nov 25 22:22:23 +0000 2016,es,N
8.02E+17,228967347,"En un ataque de desesperación, puse a cargar mi celular con mi laptop en plena central porque me queda 5% de pila y aún no pasan por mi.",Sat Nov 26 02:12:46 +0000 2016,es,N
8.02E+17,7.50E+17,@SBecqer Hola! la lvl 30 me la regaló noska en el 1er megaSorteo. La lvl 32 me la regalo también pero era lvl 30.Y la lvl 27 se la compré,Sat Nov 26 03:12:10 +0000 2016,es,NEU
8.02E+17,2312587724,"- Mamá, cuánto tiempo viven las putas? - Porque hija? Te sientes mal? Jajaja - Mamá!!! - Hay aparte de puta, sentida... #AsiLasCosas",Sat Nov 26 06:09:01 +0000 2016,es,N
8.04E+17,301670869,"Pacífico (cerveza) Mariscos Gustavo Cerati de Fondo *no es la Paz BJS, son las playas de los Reyes la Paz, de este hermoso estado de MX",Wed Nov 30 04:39:31 +0000 2016,es,P
8.04E+17,7.96E+17,estoy a 7 de llegar a los 500 seguidores! gracias a todos !!!! arriba el se !!!! arriba yo pero de unas vergas ricas,Wed Nov 30 03:31:57 +0000 2016,es,P
8.04E+17,191627147,"@YouTube lo que voy a hacer el lunes no es por ti, es por nosotros te amo y te quiero mucho  eres la única real para mi",Thu Dec 01 00:51:29 +0000 2016,es,P
8.01E+17,579614604,"q lindo q 1 vieja maquillada 5 tonos + claro, q c cree asiática y q comparte memes horribles, piense q es mejor que yo en cualquier cosa",Wed Nov 23 04:17:13 +0000 2016,es,N
8.00E+17,85408049,"Llegue a casa, había una caja q me mandó la ex y dentro estaba mi amada PS3 (Los niños sonríen) Pero no trae control (Los niños lloran)",Sun Nov 20 06:08:25 +0000 2016,es,N
8.08E+17,22833149,"La única a la que le voy a decir es a mi novia. Así que si no me estás pagando ningún recibo de mi casa, no estés chingando",Sun Dec 11 22:06:02 +0000 2016,es,N
8.08E+17,490895430,"Yo no le deseo el mal a nadie, pero a veces se agradece, que todo caiga por su propio peso.....:.. Muy buenos días tengan todosssss usted",Sun Dec 11 20:55:29 +0000 2016,es,NEU
8.07E+17,120640914,"—Ma, ya no quiero ir a la escuela. —¡Tienes que ir! —Ah, chinga y por qué. —Pues tú eres el maestro, cabrón. —Asicierto.",Sat Dec 10 04:22:31 +0000 2016,es,N
8.07E+17,78899898,"Buenos días!!! Aprende a confiar. Si hay silencio, déjalo aumentar, algo surgirá. Si hay tormenta, déjala rugir, ya se calmará... Besitos",Thu Dec 08 13:05:32 +0000 2016,es,P
8.06E+17,207315378,"—¿Que crees, amor? Estaba platicando con una amiga y... — —¿Ya te enojaste? Pero si es buena onda. — —Te amo, amor. —",Wed Dec 07 00:36:05 +0000 2016,es,NONE
8.07E+17,927966883,"ya esta hannibal s3 en mix up pero esta muy cara y no vale la pena el gasto si fue la temporada que menos me gusto,esperare una oferta",Fri Dec 09 04:32:22 +0000 2016,es,N
8.08E+17,76211867,"Hablando de miradas lascivas, yo una vez vi en el metro a un maldito viejo, que no dejaba de ver a una niña de la secundaria con uniforme",Mon Dec 12 22:03:51 +0000 2016,es,N
8.08E+17,184084286,Hoy un señor en el súper me dijo señora. Tengo dos teorías: es un pendejo porque agarro mi carrito en vez del suyo o real me veo vieja,Mon Dec 12 17:36:38 +0000 2016,es,N
8.08E+17,361544226,"a pesar de ser lunes y de que no inicie con el pie derecho, hoy nada me dará bajón, ando motivada con la tesis a dar el power amigos",Mon Dec 12 20:06:38 +0000 2016,es,P
8.08E+17,222302790,Buenos días pipol ? Voy de camino al doctor que me cuesta respirar :c sí muero en el camino recuerdenme  ya no aguanto la gripa >,Mon Dec 12 14:24:46 +0000 2016,es,N
7.97E+17,132254421,Es mejor darle el corton a la gente q ponerse a discutir por cosas que ni ellos mismos entenderán!!! A desayunar papus!!!!!!,Thu Nov 10 16:58:12 +0000 2016,es,N
7.97E+17,141328227,"Nuevamente fin de semana, cada vez más rápido, ya casi termina el año.!!! Espero que dios le haya dado la mejor de las semana!!!",Fri Nov 11 19:41:38 +0000 2016,es,P
